stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1161,,"Winterton Way At Heatherleigh Ave",,  43.593740, -79.677247,,,0,,America/Toronto,1
1162,,"Winterton Way At Mavis Rd",,  43.595447, -79.675376,,,0,,America/Toronto,1
1163,,"Edwards Blvd At Export Blvd",,  43.649555, -79.705354,,,0,,America/Toronto,1
1164,,"Colonial Dr At Brett Rd",,  43.528121, -79.706563,,,0,,America/Toronto,1
1165,,"Burnhamthorpe Rd W At Central Pky W",,  43.568100, -79.664360,,,0,,America/Toronto,1
1166,,"Burnhamthorpe Rd W At Creditview Rd",,  43.568737, -79.664197,,,0,,America/Toronto,1
1167,,"Burnhamthorpe Rd W East Of The Credit Woodlands",,  43.567008, -79.665709,,,0,,America/Toronto,1
1168,,"Burnhamthorpe Rd W West Of Creditview Rd",,  43.567122, -79.666177,,,0,,America/Toronto,1
1169,,"Mcbride Ave At Eaglemount Cres",,  43.564457, -79.647068,,,0,,America/Toronto,1
1170,,"Colonial Dr At The Collegeway",,  43.525033, -79.702619,,,0,,America/Toronto,1
1171,,"Erindale Station Rd South Of Forestwood Dr",,  43.558082, -79.643991,,,0,,America/Toronto,1
1172,,"Forestwood Dr At Valmarie Ave",,  43.557946, -79.648538,,,0,,America/Toronto,1
1173,,"Forestwood Dr At The Credit Woodlands",,  43.556492, -79.653486,,,0,,America/Toronto,1
1174,,"The Credit Woodlands At Ballyclare Dr",,  43.552136, -79.649819,,,0,,America/Toronto,1
1175,,"The Credit Woodlands At Loconder Crt",,  43.563246, -79.668937,,,0,,America/Toronto,1
1176,,"Queenston Dr At Chalice Cres",,  43.564100, -79.666467,,,0,,America/Toronto,1
1177,,"Queenston Dr At Chalice Cres",,  43.563573, -79.665339,,,0,,America/Toronto,1
1178,,"Queenston Dr At Ashcroft Cres",,  43.563046, -79.663407,,,0,,America/Toronto,1
1179,,"Queenston Dr At The Credit Woodlands",,  43.559278, -79.661422,,,0,,America/Toronto,1
1180,,"The Credit Woodlands At Erinmore Dr",,  43.558975, -79.660216,,,0,,America/Toronto,1
1181,,"Mcbride Ave At The Credit Woodlands",,  43.559385, -79.656802,,,0,,America/Toronto,1
1182,,"Mcbride Ave At Ellengale Dr",,  43.560023, -79.655871,,,0,,America/Toronto,1
1183,,"Mcbride Ave At Carillion Ave",,  43.561285, -79.652946,,,0,,America/Toronto,1
1184,,"Mavis Rd At Eglinton Ave W",,  43.592373, -79.669608,,,0,,America/Toronto,1
1185,,"Wolfedale Rd At Westlock Rd",,  43.566820, -79.641331,,,0,,America/Toronto,1
1186,,"Truscott Dr At Merrow Rd",,  43.530032, -79.630240,,,0,,America/Toronto,0
1187,,"Truscott Dr At Elite Rd",,  43.530669, -79.629334,,,0,,America/Toronto,1
1188,,"Forestwood Dr At Jessica Crt",,  43.560840, -79.644276,,,0,,America/Toronto,1
1189,,"Dundas St At Hurontario St",,  43.579943, -79.616921,,,0,,America/Toronto,1
1190,,"Dundas St At Confederation Pky",,  43.577359, -79.619891,,,0,,America/Toronto,1
1191,,"Dundas St At Jarrow Ave",,  43.612518, -79.580014,,,0,,America/Toronto,1
1192,,"Dundas St At Jarrow Ave",,  43.612942, -79.580116,,,0,,America/Toronto,1
1193,,"Mavis Rd At Eglinton Ave",,  43.592202, -79.668807,,,0,,America/Toronto,1
1194,,"Dundas St At Mavis Rd",,  43.566742, -79.632504,,,0,,America/Toronto,1
1195,,"Dundas St At Wolfedale Rd",,  43.563345, -79.636048,,,0,,America/Toronto,1
1196,,"Dundas St At Cedarglen Gate",,  43.560644, -79.639142,,,0,,America/Toronto,1
1197,,"Dundas St At Erindale Station Rd",,  43.556872, -79.643709,,,0,,America/Toronto,1
1198,,"Dundas St At Old Carriage Rd",,  43.555521, -79.645225,,,0,,America/Toronto,1
1199,,"Dundas St At The Credit Woodlands",,  43.552310, -79.648516,,,0,,America/Toronto,1
1200,,"Wolfedale Rd North Of Westlock Rd",,  43.568909, -79.644330,,,0,,America/Toronto,1
1204,,"Hurontario St At Matthews Gate",,  43.592210, -79.632893,,,0,,America/Toronto,1
1206,,"Hurontario St At Elm Dr E",,  43.590775, -79.631130,,,0,,America/Toronto,1
1207,,"Central Pky W At Achill Cres",,  43.587762, -79.630641,,,0,,America/Toronto,1
1208,,"Hurontario St At Central Pky E",,  43.589198, -79.628738,,,0,,America/Toronto,1
1209,,"Central Pky W At Joan Dr",,  43.585988, -79.632910,,,0,,America/Toronto,1
1210,,"Hurontario St At Fairview Rd E",,  43.587477, -79.626435,,,0,,America/Toronto,1
1211,,"Central Pky W At Palgrave Rd",,  43.584985, -79.634110,,,0,,America/Toronto,1
1212,,"Hurontario St At Hanson Rd Walkway",,  43.586130, -79.624497,,,0,,America/Toronto,1
1213,,"Burnhamthorpe Rd West Of Winston Churchill Blvd",,  43.535773, -79.700867,,,0,,America/Toronto,1
1214,,"Central Pky E At Hurontario St",,  43.589581, -79.628382,,,0,,America/Toronto,1
1215,,"Mississauga Valley Blvd At Central Pky E",,  43.590731, -79.625953,,,0,,America/Toronto,1
1216,,"Mississauga Valley Blvd At Fairview Rd",,  43.588868, -79.624521,,,0,,America/Toronto,1
1217,,"Mississauga Valley Blvd At Voltarie Cres",,  43.587427, -79.621519,,,0,,America/Toronto,1
1218,,"Mississauga Valley Blvd At Voltarie Cres",,  43.589059, -79.619487,,,0,,America/Toronto,1
1219,,"Mississauga Valley Blvd At Trisha Downs",,  43.589911, -79.617659,,,0,,America/Toronto,1
1220,,"Mississauga Valley Blvd At Cliff Rd",,  43.590901, -79.613908,,,0,,America/Toronto,1
1221,,"Mississauga Valley Blvd At Lolita Gdns",,  43.592264, -79.612712,,,0,,America/Toronto,1
1222,,"Mississauga Valley Blvd At Silvercreek Blvd",,  43.593811, -79.611091,,,0,,America/Toronto,1
1223,,"Mississauga Valley Blvd At Gwendale Cres",,  43.595788, -79.610760,,,0,,America/Toronto,1
1224,,"Mississauga Valley Blvd At Bloor St",,  43.598951, -79.612472,,,0,,America/Toronto,1
1225,,"Bloor St At Cawthra Rd",,  43.600906, -79.609614,,,0,,America/Toronto,1
1226,,"Meadowvale Go Station Platform 3",,  43.596187, -79.755701,,,0,,America/Toronto,1
1227,,"Mississauga Valley Blvd At Elm Dr",,  43.592395, -79.628764,,,0,,America/Toronto,1
1228,,"Mississauga Valley Blvd At Arista Way",,  43.594718, -79.629566,,,0,,America/Toronto,1
1229,,"Mississauga Valley Blvd East Of Arista Way",,  43.597462, -79.626345,,,0,,America/Toronto,1
1230,,"Mississauga Valley Blvd At Central Pky E",,  43.598945, -79.623920,,,0,,America/Toronto,1
1231,,"Bloor St At Hyacinthe Blvd",,  43.597267, -79.619882,,,0,,America/Toronto,1
1232,,"Bloor St At Michelle Row",,  43.597811, -79.617243,,,0,,America/Toronto,1
1233,,"Wolfedale Rd South Of Central Pky",,  43.570319, -79.646379,,,0,,America/Toronto,1
1234,,"Wolfedale Rd South Of Central Pky",,  43.569984, -79.646213,,,0,,America/Toronto,1
1235,,"Wolfedale Rd At 3265 Wolfdale Rd",,  43.568234, -79.643664,,,0,,America/Toronto,1
1236,,"Britannia Rd At Mavis Rd",,  43.611529, -79.696573,,,0,,America/Toronto,1
1237,,"Cawthra Rd At Dundas St",,  43.595844, -79.602062,,,0,,America/Toronto,1
1238,,"Bloor St At Michelle Row",,  43.598067, -79.616816,,,0,,America/Toronto,1
1239,,"Bloor St At Hyacinthe Blvd",,  43.597585, -79.619416,,,0,,America/Toronto,1
1240,,"Mississauga Valley Blvd At Central Pky E",,  43.599020, -79.624141,,,0,,America/Toronto,1
1241,,"Mississauga Valley Blvd West Of Central Pky E",,  43.597598, -79.626453,,,0,,America/Toronto,1
1242,,"Mississauga Valley Blvd At Arista Way",,  43.594553, -79.630028,,,0,,America/Toronto,1
1243,,"Mississauga Valley Blvd At Kaneff Cres",,  43.592685, -79.628918,,,0,,America/Toronto,1
1244,,"Mclaughlin Rd At Faith Dr",,  43.604290, -79.673075,,,0,,America/Toronto,1
1246,,"Mavis Rd North Of Eglinton Ave",,  43.593162, -79.670124,,,0,,America/Toronto,1
1247,,"Mavis Rd South Of Winterton Way",,  43.594680, -79.672915,,,0,,America/Toronto,1
1249,,"Winterton Way At Mavis Rd",,  43.595095, -79.675945,,,0,,America/Toronto,1
1250,,"Britannia Rd At Whitehorn Ave",,  43.600117, -79.708912,,,0,,America/Toronto,1
1251,,"South Millway At Sanderling Cres",,  43.546375, -79.677738,,,0,,America/Toronto,1
1252,,"Winston Churchill Blvd At Dundas St W",,  43.522843, -79.682027,,,0,,America/Toronto,1
1253,,"Winston Churchill Blvd At Dundas St W",,  43.522334, -79.680800,,,0,,America/Toronto,1
1255,,"Mississauga Valley Blvd South Of Bloor St",,  43.598447, -79.612458,,,0,,America/Toronto,1
1256,,"Mississauga Valley Blvd At Michelle Row",,  43.595592, -79.610951,,,0,,America/Toronto,1
1257,,"Mississauga Valley Blvd At Silvercreek Blvd",,  43.594144, -79.611083,,,0,,America/Toronto,1
1258,,"Mississauga Valley Blvd At Lolita Gardens",,  43.592632, -79.612617,,,0,,America/Toronto,1
1259,,"Mississauga Valley Blvd At Cliff Rd",,  43.591243, -79.613900,,,0,,America/Toronto,1
1260,,"Mississauga Valley Blvd At Trisha Downs",,  43.590636, -79.614360,,,0,,America/Toronto,1
1261,,"Mississauga Valley Blvd At Voltarie Cres",,  43.589161, -79.619658,,,0,,America/Toronto,1
1262,,"Mississauga Valley Blvd At Voltarie Cres",,  43.587776, -79.621313,,,0,,America/Toronto,1
1263,,"Mississauga Valley Blvd At Fairview Rd",,  43.588666, -79.624179,,,0,,America/Toronto,1
1264,,"Mississauga Valley Blvd At Central Pky E",,  43.590818, -79.625715,,,0,,America/Toronto,1
1265,,"Central Pky E At Hurontario St",,  43.589632, -79.628926,,,0,,America/Toronto,1
1266,,"South Millway At Burnhamthorpe Rd W",,  43.548114, -79.679347,,,0,,America/Toronto,1
1267,,"Trelawny Cir At Mockingbird Lanes",,  43.577717, -79.771143,,,0,,America/Toronto,1
1268,,"Trelawny Cir At Forest Park Dr",,  43.576559, -79.772393,,,0,,America/Toronto,1
1269,,"Trelawny Cir At Bishop Strachan Crt",,  43.574590, -79.773485,,,0,,America/Toronto,1
1270,,"Burnhamthorpe Rd E East Of Hurontario St",,  43.594268, -79.634110,,,0,,America/Toronto,1
1271,,"Burnhamthorpe Rd E At Arista Way",,  43.595565, -79.632595,,,0,,America/Toronto,1
1272,,"Burnhamthorpe Rd E At Robert Speck Pky",,  43.597368, -79.630429,,,0,,America/Toronto,1
1273,,"Burnhamthorpe Rd E East Of Robert Speck Pky",,  43.599879, -79.627479,,,0,,America/Toronto,1
1274,,"Burnhamthorpe Rd E At Central Pky E",,  43.601478, -79.625621,,,0,,America/Toronto,1
1276,,"Burnhamthorpe Rd E At Molly Ave",,  43.605040, -79.621612,,,0,,America/Toronto,1
1277,,"Burnhamthorpe Rd E At Cawthra Rd",,  43.606737, -79.619752,,,0,,America/Toronto,1
1278,,"Trelawny Cir At Osprey Blvd",,  43.571989, -79.765228,,,0,,America/Toronto,1
1279,,"Osprey Blvd At Pintail Circle",,  43.570701, -79.763509,,,0,,America/Toronto,1
1280,,"Garthwood Rd At Mulcaster Rd",,  43.523672, -79.696152,,,0,,America/Toronto,1
1281,,"Garthwood Rd At Clayton Rd",,  43.525843, -79.695511,,,0,,America/Toronto,1
1282,,"Garthwood Rd At Burgess Cres",,  43.526909, -79.694239,,,0,,America/Toronto,1
1283,,"Dundas St At Cawthra Rd",,  43.594459, -79.600386,,,0,,America/Toronto,1
1284,,"Loyalist Dr At The Collegeway",,  43.529435, -79.694617,,,0,,America/Toronto,1
1285,,"The Collegeway At Winston Churchill Blvd",,  43.530630, -79.692822,,,0,,America/Toronto,1
1286,,"Osprey Blvd At Nutcracker Dr",,  43.568274, -79.760586,,,0,,America/Toronto,1
1287,,"Osprey Blvd At Grossbeak Dr",,  43.564542, -79.757666,,,0,,America/Toronto,1
1288,,"Grossbeak Dr At Prairie Circle",,  43.563780, -79.757112,,,0,,America/Toronto,1
1289,,"Grossbeak Dr At South Prairie Circle",,  43.562131, -79.753716,,,0,,America/Toronto,1
1293,,"Mclaughlin Rd At Ceremonial Dr",,  43.607410, -79.677356,,,0,,America/Toronto,1
1294,,"Battleford Rd At Edenwood Dr",,  43.578186, -79.759565,,,0,,America/Toronto,1
1295,,"Winston Churchill Blvd At Aquitaine Ave",,  43.582738, -79.763411,,,0,,America/Toronto,1
1296,,"Cawthra Rd At Dundas St",,  43.595827, -79.601572,,,0,,America/Toronto,1
1298,,"Trelawny Circle East Of Doug Leavens Blvd",,  43.570863, -79.768496,,,0,,America/Toronto,1
1299,,"Montevideo Rd At Aquitaine Ave",,  43.590179, -79.756247,,,0,,America/Toronto,1
1300,,"Dixie Rd South Of Golden Orchard Dr",,  43.611171, -79.586874,,,0,,America/Toronto,1
1301,,"Dundas St At Tomken Rd",,  43.600832, -79.593494,,,0,,America/Toronto,1
1302,,"Dundas St West Of Constitution Blvd",,  43.601819, -79.592272,,,0,,America/Toronto,1
1303,,"Islington Subway Bus Terminal Platform E",,  43.644915, -79.524934,,,0,,America/Toronto,0
1304,,"Aukland Rd North Of Dundas St W",,  43.638863, -79.538568,,,0,,America/Toronto,1
1305,,"Bloor St At Markland Dr",,  43.629133, -79.580280,,,0,,America/Toronto,1
1306,,"Islington Subway Bus Terminal Platform D",,  43.644774, -79.524976,,,0,,America/Toronto,0
1307,,"Burnhamthorpe Rd At Stoneham Rd",,  43.640623, -79.582489,,,0,,America/Toronto,1
1308,,"Tomken Rd North Of Runningbrook Dr",,  43.613332, -79.611137,,,0,,America/Toronto,1
1309,,"Burnhamthorpe Rd At Mill Rd",,  43.639518, -79.584201,,,0,,America/Toronto,1
1310,,"Tomken Rd South Of Burnhamthorpe Rd",,  43.612890, -79.611085,,,0,,America/Toronto,1
1311,,"Tomken Rd At Dundas St",,  43.600715, -79.593982,,,0,,America/Toronto,1
1313,,"Tomken Rd At Rymal Rd",,  43.602159, -79.595733,,,0,,America/Toronto,1
1314,,"Tomken Rd At Homeric Dr",,  43.604075, -79.598489,,,0,,America/Toronto,1
1315,,"Dixie Rd At Burnhamthorpe Rd",,  43.621955, -79.602052,,,0,,America/Toronto,1
1316,,"Dixie Rd At Winding Trail",,  43.619631, -79.599007,,,0,,America/Toronto,1
1317,,"Dixie Rd At Bloor St",,  43.617056, -79.595324,,,0,,America/Toronto,1
1318,,"Dixie Rd At Golden Orchard Dr",,  43.612060, -79.588184,,,0,,America/Toronto,1
1319,,"Dixie Rd North Of Dundas St",,  43.610052, -79.585264,,,0,,America/Toronto,1
1320,,"Tomken Rd At Flagship Dr",,  43.605064, -79.599866,,,0,,America/Toronto,1
1321,,"Tomken Rd At Bloor St",,  43.607823, -79.603829,,,0,,America/Toronto,1
1322,,"Tomken Rd At Runningbrook Dr",,  43.610691, -79.607951,,,0,,America/Toronto,1
1323,,"Tomken Rd At Runningbrook Dr",,  43.610732, -79.608384,,,0,,America/Toronto,1
1324,,"Tomken Rd At Bloor St",,  43.607452, -79.603739,,,0,,America/Toronto,1
1325,,"Bloor St At Tomken Rd",,  43.607170, -79.603497,,,0,,America/Toronto,1
1326,,"Bloor St At Rymal Rd",,  43.603616, -79.606652,,,0,,America/Toronto,1
1327,,"Bloor St At Anneliese Ave",,  43.605960, -79.604640,,,0,,America/Toronto,1
1328,,"Bloor St At Tasmania Dr",,  43.608681, -79.601851,,,0,,America/Toronto,1
1329,,"Bloor St At Ivernia Rd",,  43.610561, -79.600259,,,0,,America/Toronto,1
1330,,"Bloor St At Queen Frederica Dr",,  43.612361, -79.598680,,,0,,America/Toronto,1
1331,,"Bloor St At Golden Orchard Dr",,  43.614810, -79.596517,,,0,,America/Toronto,1
1332,,"Bloor St At Dixie Rd",,  43.616233, -79.595083,,,0,,America/Toronto,1
1333,,"Bloor St At Havenwood Dr",,  43.618978, -79.592020,,,0,,America/Toronto,1
1334,,"Bloor St East Of Havenwood Dr",,  43.620835, -79.590031,,,0,,America/Toronto,1
1335,,"Bloor St At Fieldgate Dr",,  43.622888, -79.587801,,,0,,America/Toronto,1
1336,,"Bloor St East Of Fieldgate Dr",,  43.624522, -79.586028,,,0,,America/Toronto,1
1337,,"Bloor St At Bridgewood Dr",,  43.625819, -79.584597,,,0,,America/Toronto,1
1339,,"Bloor St East Of Bridgewood Dr",,  43.627350, -79.582417,,,0,,America/Toronto,1
1340,,"Bloor St West Of Markland Dr",,  43.627452, -79.582582,,,0,,America/Toronto,1
1341,,"Bloor St At Bridgewood Dr",,  43.625947, -79.584755,,,0,,America/Toronto,1
1342,,"Bloor St West Of Bridgewood Dr",,  43.624633, -79.586224,,,0,,America/Toronto,1
1343,,"Bloor St At Fieldgate Dr",,  43.623368, -79.587634,,,0,,America/Toronto,1
1344,,"Bloor St West Of Fieldgate Dr",,  43.621382, -79.589807,,,0,,America/Toronto,1
1345,,"Bloor St At Havenwood Dr",,  43.619382, -79.591961,,,0,,America/Toronto,1
1346,,"Bloor St At Dixie Rd",,  43.617277, -79.594291,,,0,,America/Toronto,1
1347,,"Bloor St At Golden Orchard Dr",,  43.614876, -79.596751,,,0,,America/Toronto,1
1348,,"Bloor St At Grand Forks Rd",,  43.612979, -79.598455,,,0,,America/Toronto,1
1349,,"Bloor St At Runningbrook Dr",,  43.610859, -79.600277,,,0,,America/Toronto,1
1350,,"Bloor St At Riverspray Cres",,  43.609316, -79.601539,,,0,,America/Toronto,1
1351,,"Bloor St At Tomken Rd",,  43.607761, -79.603223,,,0,,America/Toronto,1
1352,,"Bloor St At Anneliese Ave",,  43.605936, -79.604926,,,0,,America/Toronto,1
1353,,"Bloor St At Cedar Creek Dr",,  43.603434, -79.607189,,,0,,America/Toronto,1
1354,,"Dundas St At Dixie Rd",,  43.609480, -79.583854,,,0,,America/Toronto,1
1355,,"Dixie Rd North Of Dundas St",,  43.610044, -79.584558,,,0,,America/Toronto,1
1356,,"Dixie Rd At Golden Orchard Rd",,  43.612848, -79.588507,,,0,,America/Toronto,1
1357,,"Dixie Rd At Bloor St",,  43.617506, -79.595326,,,0,,America/Toronto,1
1358,,"Dixie Rd At Winding Trail",,  43.619468, -79.598168,,,0,,America/Toronto,1
1359,,"Dixie Rd At Burnhamthorpe Rd",,  43.621930, -79.601482,,,0,,America/Toronto,1
1360,,"Tomken Rd At Flagship Dr",,  43.605115, -79.600336,,,0,,America/Toronto,1
1361,,"Tomken Rd At Homeric Dr",,  43.603657, -79.598238,,,0,,America/Toronto,1
1362,,"Tomken Rd At Rymal Rd",,  43.601870, -79.595665,,,0,,America/Toronto,1
1364,,"Dixie Rd 3105 Dixie Rd",,  43.611052, -79.586009,,,0,,America/Toronto,1
1365,,"Mississauga Valley Blvd At Daralea Hts",,  43.600668, -79.621960,,,0,,America/Toronto,1
1367,,"Mississauga Valley Blvd At Hyacinthe Blvd",,  43.601226, -79.615950,,,0,,America/Toronto,1
1368,,"Mississauga Valley Blvd At Bloor St",,  43.599238, -79.613122,,,0,,America/Toronto,1
1370,,"Fairview Rd At Joan Dr",,  43.583951, -79.630479,,,0,,America/Toronto,1
1371,,"Fairview Rd At Hanson Rd",,  43.586317, -79.628023,,,0,,America/Toronto,1
1372,,"Fairview Rd At Hurontario St",,  43.587294, -79.626886,,,0,,America/Toronto,1
1373,,"Confederation Pky At Central Pky W",,  43.582953, -79.635865,,,0,,America/Toronto,1
1374,,"Meadowvale Town Centre Bus Terminal Platform I",,  43.583658, -79.758549,,,0,,America/Toronto,1
1375,,"Fairview Rd At Burdock Place",,  43.588497, -79.625087,,,0,,America/Toronto,1
1376,,"Garthwood Rd At Loyalist Dr",,  43.528282, -79.693033,,,0,,America/Toronto,1
1377,,"Dundas St West Of Dixie Rd",,  43.608724, -79.584837,,,0,,America/Toronto,1
1378,,"Dundas St At Queen Frederica Dr",,  43.606592, -79.587204,,,0,,America/Toronto,1
1379,,"Dundas St At Arena Rd",,  43.605650, -79.588242,,,0,,America/Toronto,1
1380,,"Dundas St At Constitution Blvd",,  43.603625, -79.590458,,,0,,America/Toronto,1
1381,,"Dundas St At Tomken Rd",,  43.600106, -79.594257,,,0,,America/Toronto,1
1382,,"Dundas St At Haines Rd",,  43.597956, -79.596648,,,0,,America/Toronto,1
1383,,"Burnhamthorpe Rd E East Of Cawthra Rd",,  43.609696, -79.616450,,,0,,America/Toronto,1
1384,,"Burnhamthorpe Rd E At Flamewood Dr",,  43.611810, -79.614060,,,0,,America/Toronto,1
1385,,"Burnhamthorpe Rd E At Tomken Rd",,  43.613903, -79.611741,,,0,,America/Toronto,1
1386,,"Burnhamthorpe Rd E At Autumn Harvest Dr",,  43.615507, -79.610071,,,0,,America/Toronto,1
1387,,"Burnhamthorpe Rd E At Golden Orchard Dr",,  43.618693, -79.606491,,,0,,America/Toronto,1
1388,,"Burnhamthorpe Rd E At Dixie Rd",,  43.622065, -79.602892,,,0,,America/Toronto,1
1389,,"Burnhamthorpe Rd E At Havenwood Dr",,  43.625200, -79.599374,,,0,,America/Toronto,1
1390,,"Burnhamthorpe Rd East Of Havenwood Dr",,  43.626435, -79.598056,,,0,,America/Toronto,1
1391,,"Burnhamthorpe Rd E At Fieldgate Dr",,  43.628736, -79.595536,,,0,,America/Toronto,1
1392,,"Burnhamthorpe Rd E East Of Fieldgate Dr",,  43.631331, -79.592736,,,0,,America/Toronto,1
1393,,"Burnhamthorpe Rd East Of Ponytrail Dr",,  43.633605, -79.590216,,,0,,America/Toronto,1
1394,,"Burnhamthorpe Rd At Fleetwood Park",,  43.634822, -79.588836,,,0,,America/Toronto,1
1395,,"Burnhamthorpe Rd E East Of Fleetwood Park",,  43.636839, -79.586669,,,0,,America/Toronto,1
1396,,"Northwest Dr At American Dr",,  43.699184, -79.612545,,,0,,America/Toronto,1
1397,,"American Dr At Northam Dr",,  43.695156, -79.615268,,,0,,America/Toronto,1
1398,,"River Grove Ave At Astrella Cres",,  43.593871, -79.713133,,,0,,America/Toronto,1
1399,,"Queensway At Dixie Rd",,  43.604353, -79.573651,,,0,,America/Toronto,1
1400,,"Duke Of York Blvd At Princess Royal Dr",,  43.589839, -79.644022,,,0,,America/Toronto,1
1401,,"Fairview Rd At Chimo Crt",,  43.580630, -79.632090,,,0,,America/Toronto,1
1402,,"City Centre Transit Terminal Platform D",,  43.593938, -79.646469,,,0,,America/Toronto,1
1403,,"City Centre Transit Terminal Platform G",,  43.593565, -79.646131,,,0,,America/Toronto,1
1404,,"Rathburn Rd West Of Elora Dr",,  43.586443, -79.652979,,,0,,America/Toronto,1
1405,,"Rathburn Rd At Elora Dr",,  43.584849, -79.653721,,,0,,America/Toronto,1
1406,,"City Centre Transit Terminal Platform A",,  43.594748, -79.646556,,,0,,America/Toronto,1
1407,,"Goreway Dr At Nashua Dr",,  43.710682, -79.622162,,,0,,America/Toronto,1
1408,,"City Centre Transit Terminal Platform O",,  43.594234, -79.647358,,,0,,America/Toronto,1
1410,,"Creditview Rd At Melia Dr",,  43.570171, -79.672128,,,0,,America/Toronto,1
1411,,"Glen Erin Dr At Castlebridge Dr",,  43.568218, -79.731648,,,0,,America/Toronto,1
1412,,"Creditview Rd At Melia Dr",,  43.569395, -79.670436,,,0,,America/Toronto,1
1413,,"Creditview Rd At Cuthbert Ave",,  43.578982, -79.686525,,,0,,America/Toronto,1
1414,,"Creditview Rd At Sherwood Mills Blvd",,  43.580683, -79.688816,,,0,,America/Toronto,1
1415,,"Rathburn Rd At Mavis Rd",,  43.583262, -79.655119,,,0,,America/Toronto,1
1416,,"Rathburn Rd At Elora Dr",,  43.584343, -79.653571,,,0,,America/Toronto,1
1417,,"Creditview Rd At Carolyn Rd",,  43.585475, -79.695327,,,0,,America/Toronto,1
1418,,"Derry Rd At Meadowvale Blvd",,  43.614359, -79.744663,,,0,,America/Toronto,1
1419,,"City Centre Transit Terminal Platform F",,  43.593625, -79.645919,,,0,,America/Toronto,1
1421,,"Burnhamthorpe Rd W At Living Arts Dr",,  43.587101, -79.643204,,,0,,America/Toronto,1
1422,,"Burnhamthorpe Rd W At Confederation Pky",,  43.585627, -79.644872,,,0,,America/Toronto,1
1423,,"Derry Rd West Of Meadowvale Blvd",,  43.613266, -79.746378,,,0,,America/Toronto,1
1424,,"Rathburn Rd At East Elora Dr",,  43.587536, -79.652521,,,0,,America/Toronto,1
1425,,"City Centre Dr At Square One Parking Lot 1",,  43.593191, -79.638917,,,0,,America/Toronto,1
1427,,"Duke Of York Blvd At Princess Royal Dr",,  43.589918, -79.644565,,,0,,America/Toronto,1
1428,,"Living Arts Dr At Prince Of Wales Dr",,  43.589695, -79.647075,,,0,,America/Toronto,1
1429,,"Winterton Way At Heatherleigh Ave",,  43.594054, -79.677141,,,0,,America/Toronto,1
1431,,"Old Derry Rd At Lessard Lane",,  43.628822, -79.725812,,,0,,America/Toronto,1
1432,,"Old Derry Rd At Second Line West",,  43.627133, -79.727769,,,0,,America/Toronto,1
1433,,"Old Derry Rd At Old Mill Lane",,  43.625524, -79.729588,,,0,,America/Toronto,1
1434,,"Terry Fox Way At Southfork Dr",,  43.596923, -79.686964,,,0,,America/Toronto,1
1435,,"Old Derry Rd At Missinihe Park Access Rd",,  43.621326, -79.734275,,,0,,America/Toronto,0
1440,,"Winterton Way At Terry Fox Way",,  43.591769, -79.679681,,,0,,America/Toronto,1
1441,,"Creditview Rd At Kenninghall Cres",,  43.604122, -79.720758,,,0,,America/Toronto,1
1442,,"Creditview Rd At Falconer Dr",,  43.606572, -79.724089,,,0,,America/Toronto,1
1443,,"Argentia Rd At Campobello Rd",,  43.608134, -79.729335,,,0,,America/Toronto,1
1444,,"Creditview Rd At Falconer Dr",,  43.606785, -79.724605,,,0,,America/Toronto,1
1445,,"Creditview Rd At Kenninghall Blvd",,  43.604289, -79.721201,,,0,,America/Toronto,1
1446,,"Living Arts Dr At Square One Dr",,  43.590715, -79.648581,,,0,,America/Toronto,1
1447,,"Queenston Dr At Fellmore Dr",,  43.560815, -79.661240,,,0,,America/Toronto,1
1449,,"Eglinton Ave West Of Guildwood Way",,  43.593719, -79.667708,,,0,,America/Toronto,1
1450,,"Mclaughlin Rd North Of Ceremonial Dr",,  43.609550, -79.680271,,,0,,America/Toronto,0
1451,,"Creditview Rd At Carolyn Rd",,  43.584931, -79.694979,,,0,,America/Toronto,1
1452,,"Creditview Rd At Princelea Place",,  43.580788, -79.689359,,,0,,America/Toronto,1
1453,,"Creditview Rd At Cuthbert Ave",,  43.579069, -79.687068,,,0,,America/Toronto,1
1454,,"Truscott Dr At Elite Rd",,  43.530875, -79.629218,,,0,,America/Toronto,1
1456,,"Rathburn Rd At Duke Of York Blvd",,  43.592509, -79.648929,,,0,,America/Toronto,1
1458,,"Aquitaine Ave East Of Formentera Ave",,  43.584834, -79.760668,,,0,,America/Toronto,1
1459,,"Bristol Rd W At Bathgate Rd",,  43.585750, -79.698913,,,0,,America/Toronto,1
1460,,"Erindale Go Station Platform 5",,  43.567012, -79.668081,,,0,,America/Toronto,1
1461,,"Bristol Rd At River Grove Ave",,  43.584142, -79.703147,,,0,,America/Toronto,1
1462,,"River Grove Ave At Stillriver Cres",,  43.586547, -79.704817,,,0,,America/Toronto,1
1463,,"River Grove Ave At Willow Way",,  43.588265, -79.707047,,,0,,America/Toronto,1
1464,,"River Grove Ave At Riverdale Cres",,  43.590429, -79.708982,,,0,,America/Toronto,1
1465,,"River Grove Ave At Highbrook Ave",,  43.592010, -79.710200,,,0,,America/Toronto,1
1466,,"River Grove Ave North Of Astrella Cr",,  43.594502, -79.714049,,,0,,America/Toronto,1
